epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,0.9467103463256359,0.6596338,0.9130336136221886,0.6703764,0.001
2,0.8765057978957892,0.68637748,0.8976341667532921,0.6780884,0.001
3,0.8646260935002565,0.69086184,0.904804038631916,0.6743322,0.001
4,0.8559359190815687,0.69413484,0.8549540875762701,0.6939898,0.000215967833522176
5,0.8412812814170122,0.69971268,0.8626823772251606,0.6908538,1.0073194392872774e-05
