epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,0.9854070533955097,0.64381684,0.9285267486602068,0.6637644,0.001
2,0.8896018287539482,0.68068428,0.8759011271268129,0.68583,0.001
3,0.8746785420876741,0.68650832,0.8845562820017338,0.6810122,0.001
4,0.8641307656800747,0.6905408,0.8749587410092354,0.6853154,0.000215967833522176
5,0.8479495188689232,0.69684148,0.8678685440659523,0.6882078,1.0073194392872774e-05
