epoch,train_loss,val_loss,learning_rate
1,0.11328391562774777,0.15360606837160887,9.5e-05
2,0.09818038543075323,0.1814325449258089,9.025e-05
3,0.09642016265958547,0.19607652905210854,8.573749999999999e-05
4,0.09564972721599042,0.20228282036334277,8.145062499999998e-05
5,0.09497808171622456,0.2069612966313958,7.737809374999998e-05
