epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,0.979970855409503,0.64616996,0.9978490346699953,0.6369548,0.001
2,0.8877284164756537,0.68144792,0.8959091790914535,0.6771196,0.001
3,0.8740066577780247,0.68677264,0.8959742189884186,0.6762644,0.001
4,0.8630454013419151,0.69107608,0.8518207518488169,0.6949518,0.000215967833522176
5,0.8465546347284317,0.69746244,0.8640229107439518,0.6897158,1.0073194392872774e-05
