epoch,train_loss,val_loss,learning_rate
1,0.11222300904102624,0.12491153762564063,9.5e-05
2,0.09773357318747788,0.11384147450476885,9.025e-05
3,0.09588827764242888,0.11819084039554,8.573749999999999e-05
4,0.09529560644440353,0.11858860496059061,8.145062499999998e-05
5,0.09479672278180719,0.12264240382425487,7.737809374999998e-05
