epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,1.004256666032672,0.63619016,0.970271429926157,0.6498376,0.001
2,0.8897753677922488,0.68065376,0.9268643049567938,0.6644102,0.001
3,0.8733327388632297,0.68707764,0.9101356009453535,0.6723304,0.001
4,0.8620898116469383,0.69140988,0.9075318661928177,0.6728438,0.000215967833522176
5,0.8461660384851694,0.69750048,0.8681721694469452,0.6883218,1.0073194392872774e-05
