epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,0.9883252256786823,0.64259496,0.9343818991899491,0.6618968,0.001
2,0.8895468238180876,0.68058612,0.9340075540244579,0.661588,0.001
3,0.8724866138899326,0.6873994,0.896797671994567,0.676448,0.001
4,0.8612459205311537,0.69183488,0.8893898180425167,0.6790824,0.000215967833522176
5,0.8452496079897881,0.69803272,0.8961265609771013,0.6772516,1.0073194392872774e-05
