epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,0.99179804510355,0.64132332,0.9207922266125679,0.6675916,0.001
2,0.8904104376626014,0.68034904,0.9360884878724813,0.6609452,0.001
3,0.8748000085920096,0.686405,0.9021988323748111,0.6748354,0.001
4,0.8647386305695772,0.6904132,0.9264735935449601,0.6655068,0.000215967833522176
5,0.8475768810296058,0.69704464,0.8840743713498116,0.6818772,1.0073194392872774e-05
