epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,0.9836844041150808,0.64441536,0.920357659304142,0.667076,0.001
2,0.8885203967308998,0.68123732,0.8940551024913788,0.6775852,0.001
3,0.8737120022720098,0.68698184,0.9031462436676025,0.6732654,0.001
4,0.8632929471158981,0.69096856,1.907976721817255,0.3419678,0.000215967833522176
5,0.847336624122858,0.69707088,0.8723023698300123,0.686282,1.0073194392872774e-05
