epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,0.9435776879578829,0.66066476,0.9446700356066227,0.6600162,0.001
2,0.8759857363498211,0.6865522,0.9102126132965088,0.672353,0.001
3,0.8639911734461785,0.691038,0.8829902804464101,0.6831104,0.001
4,0.8557006638592481,0.69433552,0.8788424182236194,0.6845032,0.000215967833522176
5,0.8412554090064764,0.69973828,0.8638410431623459,0.6905838,1.0073194392872774e-05
