epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,1.0421742592716217,0.621966,1.040000565803051,0.6249524,0.001
2,0.8935017240816355,0.67916776,0.9363999384582042,0.6616972,0.001
3,0.8712384213328361,0.68813544,0.9096514744788409,0.6714802,0.001
4,0.8598986927562952,0.69249076,0.8532063516288996,0.6952518,0.000215967833522176
5,0.8434203516489267,0.69880356,0.8580218432992697,0.6924152,1.0073194392872774e-05
