epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,1.0764649447965622,0.60908784,0.9402024596810341,0.6631648,0.00095
2,0.8876768866014481,0.68196684,0.9097636072695255,0.6737634,0.0009025
3,0.8716769300878048,0.68822844,0.8904102209329605,0.6814322,0.000857375
4,0.86440479429245,0.69083024,0.8936840646862984,0.6787364,0.0008145062499999999
5,0.8593634996974469,0.69277276,0.9002189664781094,0.678669,0.0007737809374999998
