epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,0.9453252131932974,0.66014096,0.9257901535362005,0.6674634,0.001
2,0.8759733806991578,0.6867082,0.901815122973919,0.6753466,0.001
3,0.864183480463624,0.69106364,0.8731970428168774,0.6880666,0.001
4,0.8552881888341903,0.69444776,0.8625284694254398,0.6916598,0.000215967833522176
5,0.8413677191734314,0.69966564,0.849007885029912,0.6967394,1.0073194392872774e-05
