epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,1.0294666723531485,0.626783,1.0267299516409636,0.6265704,0.001
2,0.8866923584139347,0.68203476,0.9331233389556408,0.6638344,0.001
3,0.8715108631139994,0.68794424,0.9273044527113438,0.662992,0.001
4,0.8609389250892401,0.69198092,0.8645091019302606,0.690412,0.000215967833522176
5,0.8447305162066221,0.6982954,0.8498318926841021,0.6965812,1.0073194392872774e-05
