epoch,train_loss,val_loss,learning_rate
1,0.11100894262962044,0.10134572950992733,9.5e-05
2,0.09715735726673157,0.09949358820337802,9.025e-05
3,0.09548492387518287,0.09825052270162851,8.573749999999999e-05
4,0.09465271922256797,0.09712417233772576,8.145062499999998e-05
5,0.09408625764425844,0.09724935687594116,7.737809374999998e-05
